"","County.Code","Date","AQI","daily.Avg.precipitation","daily.Avg.temp","Current.Truck","Delta.Truck","Current.Traffic","Delta.Traffic","Category","Defining.Parameter","county.Name"
"1371",59,2019-05-01,48,1.09,15.81,506,89,9651,1706,"Good","PM2.5","Greene "
"1372",59,2020-06-08,50,0,18.2,500,88,12714,2287,"Good","Ozone","Greene "
"1373",59,2020-06-09,55,0,19.8,130,23,4337,785,"Moderate","PM2.5","Greene "
"1374",59,2020-07-29,50,1,22.61,665,111,7730,1280,"Good","Ozone","Greene "
"1375",59,2020-07-30,53,0,23.62,260,43,3339,552,"Moderate","PM2.5","Greene "
"1376",59,2020-09-16,32,0,14.56,799,135,13217,2230,"Good","Ozone","Greene "
"1377",59,2020-10-28,37,1.79,10.29,702,127,11058,1998,"Good","PM2.5","Greene "
"1378",59,2020-12-12,44,0,7.95,36,6,361,61,"Good","PM2.5","Greene "
"1379",59,2021-03-30,50,0,6.89,1030,119,10748,1248,"Good","Ozone","Greene "
"1380",59,2021-06-16,46,0.07,15.87,4030,358,35273,3131,"Good","Ozone","Greene "
"1381",59,2021-06-23,44,0.38,13.83,1300,204,19312,2977,"Good","Ozone","Greene "
"1382",59,2021-06-24,42,0,15.97,400,45,4365,488,"Good","Ozone","Greene "
"1383",59,2021-06-29,41,0,26.02,1725,197,20232,2300,"Good","PM2.5","Greene "
"1384",59,2021-06-30,29,0,26.56,4176,372,57524,5162,"Good","PM2.5","Greene "
"1385",59,2021-11-04,23,0,2.67,196,22,2792,312,"Good","PM2.5","Greene "
"1386",59,2021-11-18,30,0,11.91,4266,649,33591,5110,"Good","PM2.5","Greene "
"1387",59,2022-10-06,43,0,12.85,910,75,13033,1102,"Good","Ozone","Greene "
"1388",59,2022-10-24,61,0,12.46,60,4,3001,209,"Moderate","Ozone","Greene "
"1389",59,2022-10-25,50,0,12.67,1384,102,29875,2186,"Good","Ozone","Greene "
"1390",59,2022-10-26,37,2.95,13.25,21,1,536,37,"Good","Ozone","Greene "
"1391",59,2022-10-27,31,3.84,10.57,7596,675,85727,7609,"Good","Ozone","Greene "
"1392",59,2023-03-28,49,0,9.47,333,0,4796,0,"Good","Ozone","Greene "
"1393",59,2023-03-29,50,0,4.78,582,0,7544,0,"Good","Ozone","Greene "
"1394",59,2023-04-04,46,0,11.26,9329,0,18400,0,"Good","Ozone","Greene "
"1395",59,2023-04-12,71,0,12.37,1998,0,43389,0,"Moderate","Ozone","Greene "
"1396",59,2023-05-16,44,0,16.74,449,0,5809,0,"Good","Ozone","Greene "
"1397",59,2023-05-17,50,1.25,15.01,2794,0,32608,0,"Good","Ozone","Greene "
"1398",59,2023-05-23,47,0,15.8,840,0,10362,0,"Good","Ozone","Greene "
"1399",59,2023-05-24,67,0,16.9,531,0,10860,0,"Moderate","Ozone","Greene "
"1400",59,2023-06-06,74,0,15.89,108,0,5155,0,"Moderate","Ozone","Greene "
"1401",59,2023-07-24,48,0,21.47,4661,0,46494,0,"Good","Ozone","Greene "
"1402",59,2023-09-13,47,5.61,19.67,10182,0,20043,0,"Good","PM2.5","Greene "
"1403",59,2023-10-04,47,0,19.77,84,0,2461,0,"Good","Ozone","Greene "
"1404",63,2018-08-08,35,2.91,24.22,0,-2,46,8,"Good","Ozone","Indiana "
"1405",63,2020-06-23,32,9.67,23.62,49,7,543,80,"Good","Ozone","Indiana "
"1406",63,2020-06-24,44,6.67,20.26,129,18,1111,165,"Good","Ozone","Indiana "
"1407",63,2020-06-29,36,0.04,21.61,28,4,468,70,"Good","Ozone","Indiana "
"1408",63,2020-06-30,34,0,22.21,236,37,4790,711,"Good","Ozone","Indiana "
"1409",63,2020-07-14,31,0.03,19.31,22,3,562,83,"Good","Ozone","Indiana "
"1410",63,2020-07-15,46,0,19.56,61,9,679,102,"Good","Ozone","Indiana "
"1411",63,2020-07-16,43,0,22.39,118,17,1958,290,"Good","Ozone","Indiana "
"1412",63,2020-07-21,44,0,24.79,309,55,5772,949,"Good","Ozone","Indiana "
"1413",63,2020-07-22,43,9.86,23.32,146,21,2878,426,"Good","Ozone","Indiana "
"1414",63,2020-08-06,43,0,18.91,7,0,90,14,"Good","Ozone","Indiana "
"1415",63,2020-10-19,30,0.04,8.99,47,7,773,114,"Good","Ozone","Indiana "
"1416",63,2021-08-11,52,10.26,23.41,86,8,653,69,"Moderate","PM2.5","Indiana "
"1417",63,2021-08-12,52,8.82,23.59,263,28,3901,417,"Moderate","PM2.5","Indiana "
"1418",63,2021-09-22,30,11.08,19.57,690,78,15720,1781,"Good","Ozone","Indiana "
"1419",63,2021-09-23,29,33.45,18.68,367,40,3365,358,"Good","Ozone","Indiana "
"1420",63,2021-10-06,33,0,18.79,25,3,411,44,"Good","PM2.5","Indiana "
"1421",63,2021-10-13,52,0,17.95,847,103,13316,1645,"Moderate","PM2.5","Indiana "
"1422",63,2021-11-02,29,0.03,6.63,76,8,757,80,"Good","PM2.5","Indiana "
"1423",63,2022-04-20,44,2.62,0.87,909,57,5670,353,"Good","Ozone","Indiana "
"1424",63,2022-04-21,49,0.01,5.76,2812,211,42344,3147,"Good","PM2.5","Indiana "
"1425",63,2022-06-08,44,21.35,16.75,15,1,229,14,"Good","Ozone","Indiana "
"1426",63,2022-06-21,105,0,17.84,1527,103,14769,992,"Unhealthy for Sensitive Groups","Ozone","Indiana "
"1427",63,2022-06-22,57,0,23,2164,156,15073,1093,"Moderate","PM2.5","Indiana "
"1428",63,2022-06-23,42,10.34,24.83,61,4,695,42,"Good","Ozone","Indiana "
"1429",63,2022-06-29,54,0,16.92,4750,368,89078,6887,"Moderate","Ozone","Indiana "
"1430",63,2022-06-30,74,0,18.86,4740,368,58413,4613,"Moderate","Ozone","Indiana "
"1431",63,2022-07-28,48,1.72,21.51,1080,72,14266,936,"Good","PM2.5","Indiana "
"1432",63,2022-08-15,31,1.07,18.09,589,37,9909,617,"Good","Ozone","Indiana "
"1433",63,2022-08-16,44,2.95,16.72,1522,112,24918,1810,"Good","Ozone","Indiana "
"1434",63,2022-11-10,33,0,7.11,1025,64,9168,571,"Good","PM2.5","Indiana "
"1435",63,2023-03-29,48,0,3.19,5747,0,14435,0,"Good","Ozone","Indiana "
"1436",63,2023-06-05,75,0,16.24,1780,0,21255,0,"Moderate","PM2.5","Indiana "
"1437",63,2023-06-07,127,0,15.97,515,0,6558,0,"Unhealthy for Sensitive Groups","PM2.5","Indiana "
"1438",63,2023-06-08,111,0,13.66,1122,0,13796,0,"Unhealthy for Sensitive Groups","PM2.5","Indiana "
"1439",63,2023-06-12,58,2.29,19.65,4,0,118,0,"Moderate","PM2.5","Indiana "
"1440",63,2023-06-13,56,11.25,14.44,25,0,138,0,"Moderate","PM2.5","Indiana "
"1441",63,2023-06-14,44,22.58,15.55,859,0,5629,0,"Good","Ozone","Indiana "
"1442",63,2023-06-15,54,4.03,13.92,187,0,1397,0,"Moderate","Ozone","Indiana "
"1443",63,2023-07-11,67,0,19.74,968,0,11370,0,"Moderate","Ozone","Indiana "
"1444",63,2023-07-12,54,0,20.78,1016,0,7768,0,"Moderate","Ozone","Indiana "
"1445",63,2023-07-13,50,0.49,22.51,5,0,171,0,"Good","Ozone","Indiana "
"1446",63,2023-08-01,30,0,17.82,137,0,3832,0,"Good","Ozone","Indiana "
"1447",63,2023-08-02,46,0,17.26,1936,0,26243,0,"Good","Ozone","Indiana "
"1448",63,2023-08-03,44,0,18.14,224,0,2170,0,"Good","Ozone","Indiana "
"1449",63,2023-08-29,30,0.67,20.74,13,0,241,0,"Good","Ozone","Indiana "
"1450",63,2023-09-06,58,0,23.71,399,0,2837,0,"Moderate","PM2.5","Indiana "
"1451",63,2023-09-07,45,0.28,24.27,191,0,3893,0,"Good","PM2.5","Indiana "
"1452",63,2023-09-12,40,0,18.84,52,0,1687,0,"Good","Ozone","Indiana "
"1453",63,2023-09-13,31,8.61,19.27,38,0,1134,0,"Good","Ozone","Indiana "
"1454",63,2023-09-20,38,0,14.41,1732,0,25399,0,"Good","PM2.5","Indiana "
"1455",63,2023-09-21,41,0,15.23,1192,0,15122,0,"Good","PM2.5","Indiana "
"1456",63,2023-10-03,40,0,18.37,16,0,145,0,"Good","Ozone","Indiana "
"1457",63,2023-10-10,32,0,7.81,25,0,175,0,"Good","Ozone","Indiana "
"1458",63,2023-10-11,40,0,8.95,20,0,512,0,"Good","Ozone","Indiana "
"1459",63,2023-10-12,36,0,10.74,949,0,16878,0,"Good","Ozone","Indiana "
"1460",63,2023-11-08,32,0,9.71,175,0,2612,0,"Good","Ozone","Indiana "
